"DESCRIPTION_RPA"|"CODE_RPA"
"PANONCEAU DE DIRECTION BLANC-NOIR (DROITE)"|"RL-F"
"PANONCEAU DE DIRECTION NOIR ET BLANC - A DROITE"|"RL-F-10"
"PANONCEAU DE DIRECTION BLANC-NOIR"|"RL-G"
"PANONCEAU DE DIRECTION BLANC ET NOIR - A GAUCHE"|"RL-G-10"
"PANONCEAU DE DIRECTION BLANC-NOIR"|"RL-H"
"PANONCEAU DE DIRECTION BLANC ET NOIR - TOUT DROIT ET A DROITE"|"RL-H-10"
"FIN BLANC-NOIR"|"RL-K"
"PANONCEAU BLANC ET NOIR - FIN"|"RL-K-10"
"PANONCEAU DE DIRECTION BLANC-NOIR"|"RL-L"
"PANONCEAU DE DIRECTION BLANC-NOIR"|"RL-M"
"PANONCEAU DE DIRECTION BLANC ET NOIR - AVANCE A DROITE (A ANGLE)"|"RL-M-10"
"PANONCEAU DE DIRECTION BLANC-NOIR"|"RL-N"
"PANONMCEAU DE DIRECTION BLANC ET NOIR - AVANCE A GAUCHE"|"RL-N-10"
"PANONCEAU DE DIRECTION BLANC-NOIR"|"RL-O"
"PANONCEAU DE DIRECTION BLANC-NOIR"|"RL-P"
"PANONCEAU DE DIRECTION BLANC ET NOIR - AVANCE A DROITE"|"RL-P-10"
"PANONCEAU DE DIRECTION BLANC ET NOIR (DEBUT)"|"RL-Q"
"PANONCEAU BLANC-NOIR (DEBUT)"|"RL-Q-10"
"PANONCEAU DE DIRECTION BLANC-NOIR"|"RL-T"
"INTERDICTION AUX CAMIONS"|"RM-A"
"INTERDICTION DOMPER"|"RM-A-01"
"INTERDICTION AUX CAMIONS"|"RM-A-10"
"INTERDICTION AUX CAMIONS EXCEPTE LIVRAISON LOCALE"|"RM-AA"
"INTERDICTION AUX CAMIONS EXCEPTE LIVRAISON LOCALE"|"RM-AA-10"
"INTERDICTION AUX CAMIONS 19h-07h EXCEPTE LIVRAISON LOCALE"|"RM-AB"
"INTERDICTION AUX CAMIONS 19h-7h EXCEPTE LIVRAISON LOCALE"|"RM-AB-10"
"INTERDICTION AUX CAMIONS D'UNE CERTAINE LONGUEUR"|"RM-AD(xx)"
"MANOEUVRE INTERDITE AUX CAMIONS (* = FLECHE)"|"RM-AE-*"
"INTERDICTION D'UTILISER LE FRIEN MOTEUR"|"RM-AF"
"LARGEUR MAXIMALE"|"RM-AS"
"EN SURGAGE"|"RM-AT"
"INTERDICTION AUTO"|"RM-B"
"INTERDICTION VELOS"|"RM-C"
"INTERDICTION AUTO BICYCLETTE"|"RM-D"
"INTERDICTION PIETONS"|"RM-E"
"INTERDICTION PIETONS (750x750)"|"RM-E-10"
"INTERDICTION PIETONS ET CYCLISTES"|"RM-EA"
"INTERDICTION PIETONS ET CYCLISTES"|"RM-EA-10"
"INTERDICTION ALLER TOUT DROIT"|"RM-F"
"INTERDICTION ALLER TOUT DROIT"|"RM-F-10"
"ANNULE -INTERDICTION VIRAGE A GAUCHE -REMPLACE PAR RM-W"|"RM-G"
"INTERDICTION AUTO CAMION"|"RM-H"
"INTERDICTION JETER DES DECHETS"|"RM-I"
"INTERDIT DE JETER DES DECHETS"|"RM-K"
"PRESCRIPTION -INTERDICTION DECHET - AMENDE"|"RM-KA"
"INTERDIT AUX AUTOBUS ET AUX CAMIONS"|"RM-L"
"INTERDICTION MATIERES DANGEREUSES"|"RM-M"
"INTERDICTION MOTO AUTO BICYCLETTE"|"RM-O"
"INTERDICTION MOTO"|"RM-Q"
"INTERDICTION DE COURIR"|"RM-R"
"INTERDICTION MOTO AUTO"|"RM-S"
"INTERDICTION MOTO CAMION"|"RM-T"
"INTERDICTION AUTOBUS"|"RM-U"
"ACCES INTERDIT AUX AUTOBUS TOURISTIQUES"|"RM-UT"
"INTERDICTION VIRAGE A DROITE"|"RM-V"
"INTERDICTION VIRAGE A DROITE"|"RM-V-10"
"INTERDICTION VIRAGE A GAUCHE"|"RM-W"
"INTERDICTION  VIRAGE A GAUCHE"|"RM-W-10"
"INTERDICTION DOUBLER"|"RM-X"
"INTERDICTION AUTO CAMION MOTO"|"RM-Y"
"BUS SEULEMENT - FLECHE A DROITE"|"RM-Z"
"BUS SEULEMENT - FLECHE A GAUCHE"|"RM-Z-01"
"SENS UNIQUE (2 FACES)"|"RN-A"
"SENS UNIQUE VELO"|"RN-A-0"
"SENS UNIQUE (1 FACE)"|"RN-A-01"
"EXCEPTE VELO"|"RN-A-P-VC"
"CIRCULATION A DOUBLE SENS - CONTOURNER PAR LE DROITE"|"RN-B"
"DEBUT DE SENS UNIQUE"|"RN-C"
"CIRCULATION A DOUBLE SENS"|"RN-D"
"CONTOURNEZ PAR LA DROITE"|"RO-A"
"ANNULE - REMPLACE PAR RG-AB"|"RO-AB"
"CONTOURNER PAR LA GAUCHE"|"RO-B"
"ANNULE - REMPLACE PAR RG-D"|"RO-D"
"ANNULE - REMPLACE PAR RG-D-1"|"RO-D-1"
"ANNULE - REMPLACE PAR RG-DC"|"RO-DC"
"ANNULE - REMPLACE PAR RG-DF"|"RO-DF"
"ANNULE - REMPLACE PAR RG-E"|"RO-E"
"ANNULE - REMPLACE PAR RG-E-1"|"RO-E-1"
"CONTOURNER PAR LA GAUCHE OU PAR LA DROITE"|"RO-I"
"ANNULE - REMPLACE PAR RG-M"|"RO-M"
"VIRAGE A DROITE BUS EXCEPTE"|"RO-S-1"
"ANNULE - REMPLACE PAR RG-W"|"RO-W"
"OBLIG. VELO A DROITE"|"RP-A"
"PRE-SIGNAL VOIE RESERVEE 06h30-09h30 15h30-18h30 LUN VEN (FOND JAUNE)"|"RP-AA"
"PRE-SIGNAL VOIE RESERVEE 06h30-09h30 LUN. VEN. (AERIEN) (FOND JAUNE)"|"RP-AB"
"PRE-SIGNAL VOIE RESERVEE 15h30-18h30 LUN. VEN. (AERIEN) (FOND JAUNE)"|"RP-AC"
"PRE-SIGNAL VOIE RESERVEE 6h30-9h LUN. AU VEN. (AERIEN) (FOND JAUNE)"|"RP-AD"
"PRE-SIGNAL VOIE RESERVEE 16h-18h30 LUN.AU VEN. (AERIEN) (FOND JAUNE)"|"RP-AE"
"PRE-SIGNAL VOIE RESERVEE BUS-TAXI XXX METRES (RIVE)"|"RP-AH"
"PRE-SIGNAL VOIE RESERVEE BUS-TAXI XXX METRES (AERIEN)"|"RP-AI"
"PRE-SIGNAL (750x900) UTILISATION EXCLUSIVE POUR LE DETOURNEMENT DE LA VOIE RESERVEE LORS DE TRAVAUX"|"RP-AJ"
"PRE-SIGNAL (750x900) UTILISATION EXCLUSIVE POUR LE DETOURNEMENT DE LA VOIE RESERVEE LORS DE TRAVAUX"|"RP-AK"
"OBLIG. VELO FL. 4"|"RP-B"
"VOIE RESERVEE (CONTRESENS) (FOND JAUNE)"|"RP-BL"
"OBLIG. VELO - FL. 3"|"RP-D"
"OBLIG. VELO - FL. 3"|"RP-G"
"OBLIG. VELO - FL. 2"|"RP-H"
"(VOIR RP-VZ DANS DANGER)"|"RP-V"
"PRE-SIGNAL VOIE RESERVEE 06h-09h LUN. AU VEN. (AERIEN)"|"RP-VA"
"PRE-SIGNAL VOIE RESERVEE 15h30-18h LUN. AU VEN. (AERIE"|"RP-VB"
"PRE-SIGNAL VOIE RESERVEE 06h-09h 15h30-18h LUN. AU VEN"|"RP-VC"
"ANNULE, REMPLACE PAR VC-RC"|"RQ-A"
"ANNULE, REMPLACE PAR VC-RC-1"|"RQ-A-1"
"1 MAI AU 1 NOV. VOIE CYCL."|"RQ-H"
"VOIE RESERVEE (RIVE)"|"RR-BA"
"VOIE RESERVEE (RIVE)"|"RR-BB"
"VOIE RESERVEE (RIVE)"|"RR-BD"
"VOIE RESERVEE CONTRESENS ""FIN"" (MAIL CENTRAL)"|"RR-BG"
"VOIE RESERVEE (CONTRESENS) (FOND BLANC)"|"RR-BK"
"VOIE RESERVEE (CONTRESENS) (FOND BLANC)"|"RR-BL"
"VOIE RESERVEE 06h-09h LUN. AU VEN. (AERIEN)"|"RR-BP"
"VOIE RESERVEE 15h30-18h LUN. AU VEN. (AERIEN)"|"RR-BQ"
"VOIE RESERVEE 06h-09h 15h30-18h LUN. AU VEN. (AERIEN)"|"RR-BR"
"VOIE RESERVEE - FIN"|"RR-BS"
"VOIE RESERVEE (RIVE)"|"RR-BZ"
"VOIE RESERVEE (BUS ET TAXI) 06h-09h, 15h30-18h LUN. VEN"|"RR-VZ"
"VOIE RESERVEE 06h30-09h30 15h30-18h30 (AERIEN)"|"RS-AA"
"VOIE RESERVEE 06h30-09h30 (AERIEN)"|"RS-AB"
"VOIE RESERVEE 06h30-09h30 LUN. VEN. (AERIEN) FL. GAUCHE"|"RS-AB-1"
"VOIE RESERVEE 15h30-18h30 (AERIEN)"|"RS-AC"
"VOIE RESERVEE 15h30-18h30 LUN. VEN. (AERIEN) F. GAUCHE"|"RS-AC-1"
"VOIE RESERVEE BUS-TAXI 6h30-9h LUN. AU VEN. (AERIEN)"|"RS-AD"
"VOIE RESERVEE BUS-TAXI 16h-18h30 LUN. AU VEN. (AERIEN)"|"RS-AE"
"VOIE RESERVEE BUS-TAXI 15h-18h30 LUN A VEN (RIVE)"|"RS-AH"
"VOIE RESERVEE BUS-TAXI 6h-9h30 LUN A VEN (RIVE)"|"RS-AI"
"VOIE RESERVEE BUS-TAXI 14h30-18h30 LUN A VEN (AERIEN)"|"RS-AJ"
"VOIE RESERVEE BUS-TAXI 9h-22h (RIVE)"|"RS-AK"
"VOIE RESERVEE BUS-TAXI 06h 09h30 15h-18h30 LUN A VEN (RIVE)"|"RS-AL"
"VOIE RESERVEE BUS-TAXI 06h-19h (RIVE)"|"RS-AM"
"VOIE RESERVEE BUS-TAXI 06h-19h (AERIEN)"|"RS-AN"
"VOIE RESERVEE BUS-TAXI 06h-19h LUN A VEN (AERIEN)"|"RS-AP"
"VOIE RESERVEE BUS-TAXI (RIVE)"|"RS-AQ"
"VOIE RESERVEE BUS-TAXI FIN"|"RS-AU"
"VOIE RESERVEE BUS-TAXI 06h30-09h30 15h30-18h30 LUN A VEN (RIVE)"|"RS-AV"
"VOIE RESERVEE BUS-TAXI 06h30-09h30 15h30-18h30 LUN A VEN (AÉRIEN"|"RS-AW"
"VOIE RESERVEE BUS-TAXI 06h30-09h30 LUN A VEN FLECHE GAUCHE (RIVE)"|"RS-AX"
"VOIE RESERVEE BUS-TAXI 15h30-18h30 LUN A VEN FLECHE GAUCHE (RIVE)"|"RS-AY"
"VOIE RESERVEE (AERIEN)  MACLE SUR FOND NOIR"|"RS-BA"
"VOIE RESERVEE (AERIEN)  MACLE SUR FOND ROUGE"|"RS-BA-R"
"VOIE RESERVEE BUS-TAXI 06h-10h30 14h30-19h FLECHE GAUCHE (RIVE)"|"RS-BE"
"VOIE RESERVEE BUS-TAXI 06h30-19h LUN A VEN (RIVE)"|"RS-BF"
"VOIE RESERVEE BUS-TAXI 06h30-19h (RIVE)"|"RS-BH"
"AV. BERTHE LOUARD - AV. JOSEPH MELANCON"|"RU-E-1"
"AV. B. LOUARD, J. MELANCON, PL. DE LA COLOMBIERE, LEGEN"|"RU-E-2"
"ALBERT-MALOUIN, MADORE ET ALFRED-DURANLEAU     *=FLECHE"|"RU-EA-*"
"\P RESERVE HANDICAPES 09h30-17h LUN. AU VEN."|"RV-JA"
"\P RESERVE HANDICAPES 07h-09h ET 15h-17h LUN. AU VEN."|"RV-JB"
"\P RESERVE HANDICAPES 08h-20h, LUN. AU VEN."|"RV-JC"
"\P RESERVE HANDICAPES 09h30-20h, LUN. A VEN."|"RV-JD"
"\P RESERVE HANDICAPES 08h-16h, LUN. A VEN."|"RV-JE"
"\P RESERVE HANDICAPES 08h-15h30, LUN. A VEN."|"RV-JF"
"\P EXCEPTE AUTOBUS 08h-16h LUN A VEN SEPT. A JUIN"|"RV-JH"
"\P EXCEPTE HANDICAPES 10h-20h 21 JUIN AU 1 SEPT."|"RV-JI"
"POIDS LIMITE"|"RZ-C"
"POIDS LIMITE"|"RZ-C-10"
"LIMITATION DE POIDS (3 TONNAGES)"|"RZ-D"
"\P 07h-09h LUNDI JEUDI 1 MARS AU 1 DEC."|"SB-AA"
"\P 07h-09h LUNDI JEUDI 1 AVRIL AU 1 DEC."|"SB-AA-A"
"\P 06h30-07h30 MAR. VEN. 1 MARS AU 1 DEC."|"SB-AB"
"\P 06h30-07h30 MAR. VEN. 1 AVRIL AU 1 DEC."|"SB-AB-A"
"\P 09h-12h MAR. VEN."|"SB-AC"
"\P 06h30-07h30 LUN. JEU. 1 MARS AU 1 DEC."|"SB-AE"
"\P 06h30-07h30 LUN. JEU. 1 AVIL AU 1 DEC."|"SB-AE-A"
"\P 09h-12h LUN. JEU. 1 MARS AU 1 DEC."|"SB-AF"
"\P 09h-12h LUN. JEU. 1 AVRILAU 1 DEC."|"SB-AF-A"
"\P 08h-11h MAR. VEN. 1MARS AU 1 DEC."|"SB-AH"
"\P 08h-11h MAR. VEN. 1AVRIL AU 1 DEC."|"SB-AH-A"
"\P 07h-09h MAR. ET VEN. 1er MARS AU 1er DEC."|"SB-AI"
"\P 07h-09h MAR. ET VEN. 1er AVRIL AU 1er DEC."|"SB-AI-A"
"\P 09h-12h LUNDI VENDREDI"|"SB-AJ"
"\P 09h-10h LUNDI, JEUDI"|"SB-AM"
"\P 10h-11h LUNDI, JEUDI"|"SB-AN"
"\P 09h30-10h30 LUNDI, JEUDI"|"SB-AP"
"\P 07h-09h MAR. JEU. 1 MARS AU 1 DEC."|"SB-AS"
"\P 07h-09h MAR. JEU. 1 AVRIL AU 1 DEC."|"SB-AS-A"
"\P 06h-07h LUNDI, JEUDI, 1 MARS AU 1 DEC."|"SB-AT"
"\P 06h-07h LUNDI, JEUDI, 1 AVRIL AU 1 DEC."|"SB-AT-A"
"\P 10h30-11h30 MARDI, JEUDI"|"SB-AU"
"\P 07h-09h MER ET VEN 1 AVRIL AU 1 DEC."|"SB-AV-A"
"\P 07h-09h LUN ET MER 1 MARS AU 1 DEC."|"SB-AW"
"\P 07h-09h LUN ET MER 1 AVRIL AU 1 DEC."|"SB-AW-A"
"STAT. INT. MAR ET VEN DE 10H30 - 11H30"|"SB-AY"
"\P 08h30-11h30 LUN. MER. 1 AVRIL AU 1 DEC."|"SB-AZ-A"
"\P 08h-09h30 MAR. JEU. 1 AVRIL AU 1 DEC."|"SB-BA-A"
"\P 08h-09h30 MAR. JEU. 1 AVRIL AU 1 DEC."|"SB-BA-A+F"
"\P 08h30-11h30 MAR. JEU. 1 AVRIL AU 1 DEC"|"SB-BB-A"
"\P 07h30-08h30 MER. VEN. 1 AVRIL AU 1 DEC."|"SB-BE-A"
"\P 07h-09h LUN. MER. 1 MARS AU 1 DEC."|"SB-BF"
"\P 07h-09h LUN. MER. 1 AVRIL AU 1 DEC."|"SB-BF-A"
"\P 07h-09h MAR. JEU. 1 AVRIL AU 1 DEC."|"SB-BG-A"
"\P 07h-08h MER. VEN. 1 AVRIL AU 1 DEC."|"SB-BL-A"
"\P 13h-15h30 MARDI, VENDREDI"|"SB-DB"
"\P 17h-18h MER. VEN. 1ER MARS AU 1ER DEC."|"SB-EB"
"\P 17h-18h MER. VEN. 1ER AVRIL AU 1ER DEC."|"SB-EB-A"
"\P 19h30-20h30 LUN. JEU. 1 MARS AU 1 DEC."|"SB-FA"
"\P 19h30-20h30 LUN. JEU. 1 AVRIL AU 1 DEC."|"SB-FA-A"
"\P 08h-09h LUN. JEU. 1 MARS AU 1 DEC."|"SB-JA"
"\P 08h-09h LUN. JEU. 1 AVRIL AU 1 DEC."|"SB-JA-A"
"\P 08h-09h LUN. JEU. 1 AVRIL AU 1 DEC."|"SB-JA-A+F"
"\P 08h30-09h30 LUN. JEU. 1 MARS AU 1 DEC."|"SB-JB"
"\P 08h30-09h30 LUN. JEU. 1 AVRIL AU 1 DEC."|"SB-JB-A"
"\P 09h-10h LUN. JEU. 1 MARS AU 1 DEC."|"SB-JC"
"\P 09h-10h LUN. JEU. 1 AVRIL AU 1 DEC."|"SB-JC-A"
"\P 09h30-10h30 LUN. JEU. 1 MARS AU 1 DEC."|"SB-JD"
"\P 09h30-10h30 LUN. JEU. 1 AVRIL AU 1 DEC."|"SB-JD-A"
"\P 10h-11h LUN. JEU. 1 MARS AU 1 DEC."|"SB-JE"
"\P 10h-11h LUN. JEU. 1 AVRIL AU 1 DEC."|"SB-JE-A"
"\P 10h30-11h30 LUN. JEU. 1 MARS AU 1 DEC."|"SB-JF"
"\P 10h30-11h30 LUN. JEU. 1 AVRIL AU 1 DEC."|"SB-JF-A"
"\P 11h-12h LUN. JEU. 1 MARS AU 1 DEC."|"SB-JG"
"\P 11h30-12h30 LUN. JEU. 1 MARS AU 1 DEC."|"SB-JH"
"\P 11h30-12h30 LUN. JEU. 1 AVRIL AU 1 DEC."|"SB-JH-A"
"\P 09h30-17h MAR. VEN."|"SB-JI"
"\P 12h-13h LUN. JEU. 1 MARS AU 1 DEC."|"SB-JJ"
"\P 12h-13h LUN. JEU. 1 AVRIL AU 1 DEC."|"SB-JJ-A"
"\P 12h30-13h30 LUN. JEU. 1 MARS AU 1 DEC."|"SB-JK"
"\P 12h30-13h30 LUN. JEU. 1 AVRIL AU 1 DEC."|"SB-JK-A"
"\P 09h-17h MAR. VEN."|"SB-JL"
"\P 13h30-14h30 LUN. JEU. 1 MARS AU 1 DEC."|"SB-JM"
"\P 13h30-14h30 LUN. JEU. 1 AVRIL AU 1 DEC."|"SB-JM-A"
"\P 09h-18h MAR. JEU."|"SB-JN"
"\P 14h30-15h30 LUN. JEU. 1 MARS AU 1 DEC."|"SB-JO"
"\P 14h30-15h30 LUN. JEU. 1AVRIL AU 1 DEC."|"SB-JO-A"
"\P 16h-17h LUN. JEU. 1 MARS AU 1 DEC."|"SB-JR"
"\P 13h-14h LUN. JEU. 1 MARS AU 1 DEC."|"SB-JS"
"\P 13h-14h LUN. JEU. 1 AVRIL AU 1 DEC."|"SB-JS-A"
"\P 14h-15h LUN. JEU. 1 MARS AU 1 DEC."|"SB-JT"
"\P 14h-15h LUN. JEU. 1 AVRIL AU 1 DEC."|"SB-JT-A"
"\P 17h30-18h30 LUN. JEU. 1 MARS AU 1 DEC."|"SB-JU"
"\P 17h30-18h30 LUN. JEU. 1 AVRIL AU 1 DEC."|"SB-JU-A"
"\P 09h-17h MAR. JEU."|"SB-JV"
"\P 17h-18h LUN. JEU. 1 MARS AU 1 DEC."|"SB-JW"
"\P 17h-18h LUN. JEU. 1 AVRIL AU 1 DEC."|"SB-JW-A"
"\P 08h-09h LUN. VEN. 1 MARS AU 1 DEC."|"SB-JX"
"\P 16h30-17h30 MAR. VEN. 1 MARS AU 1 DEC."|"SB-JY"
"\P 08h-16h MAR. JEU."|"SB-JZ"
"\P 16h-18h30 LUN. MER. 1 AVRIL AU 1 DEC"|"SB-KA-A+F"
"\P 08h-09h LUN. MER. 1 MARS AU 1 DEC."|"SB-LA"
"\P 08h-09h LUN. MER. 1 AVRIL AU 1 DEC."|"SB-LA-A"
"\P 08h-09h LUN. MER. 1 AVRIL AU 1 DEC."|"SB-LA-A+F"
"\P 08h30-09h30 LUN. MER. 1 MARS AU 1 DEC."|"SB-LB"
"\P 08h30-09h30 LUN. MER. 1 AVRIL AU 1 DEC."|"SB-LB-A"
"\P 08h30-09h30 LUN. MER. 1 AVRIL AU 1 DEC."|"SB-LB-A+F"
"\P 09h-10h LUN. MER. 1 MARS AU 1 DEC."|"SB-LC"
"\P 09h-10h LUN. MER. 1 AVRIL AU 1 DEC."|"SB-LC-A"
"\P 09h30-10h30 LUN. MER. 1 MARS AU 1 DEC."|"SB-LD"
"\P 10h-11h LUN. MER. 1 AVRIL AU 1 DEC."|"SB-LE-A"
"\P 10h30-11h30 LUN. MER. 1 MARS AU 1 DEC."|"SB-LF"
"\P 10h30-11h30 LUN. MER. 1 AVRIL AU 1 DEC."|"SB-LF-A"
"\P 11h30-12h30 LUN. MER. 1 MARS AU 1 DEC."|"SB-LH"
"\P 19h-20h LUN. JEU. 1 MARS AU 1 DEC."|"SB-LI"
"\P 19h-20h LUN. JEU. 1 AVRIL AU 1 DEC."|"SB-LI-A"
"\P 12h-13h LUN. MER. 1 MARS AU 1 DEC."|"SB-LJ"
"\P 12h-13h LUN. MER. 1 AVRIL AU 1 DEC."|"SB-LJ-A"
"\P 12h30-13h30 LUN. MER. 1 MARS AU 1 DEC."|"SB-LK"
"\P 12h30-13h30 LUN. MER. 1 AVRIL AU 1 DEC."|"SB-LK-A"
"\P 12h30-13h30 LUN. MER. 1 AVRIL AU 1 DEC."|"SB-LK-A+F"
"\P 07h-08h LUN. MER. 1 MARS AU 1 DEC."|"SB-LL"
"\P 07h-08h LUN. MER. 1 AVRIL AU 1 DEC."|"SB-LL-A"
"\P 07h-08h LUN. MER. 1 AVRIL AU 1 DEC."|"SB-LL-A+F"
"\P 13h30-14h30 LUN. MER. 1 AVRIL AU 1 DEC."|"SB-LM-A"
"\P 16h-17h LUN. MER. 1 MARS AU 1 DEC."|"SB-LR"
"\P 16h-17h LUN. MER. 1 AVRIL AU 1 DEC."|"SB-LR-A"
"\P 14h-15h LUN. MER. 1 AVRIL AU 1 DEC."|"SB-LT-A"
"\P 17h30-18h30 LUN. MER. 1 AVRIL AU 1 DEC."|"SB-LU-A"
"\P 17h30-18h30 LUN. MER. 1 AVRIL AU 1 DEC."|"SB-LU-A+F"
"\P 07h30-08h30 LUN. MER. 1 MARS AU 1 DEC."|"SB-LV"
"\P 07h30-08h30 LUN. MER. 1 AVRIL AU 1 DEC."|"SB-LV-A"
"\P 08h-09h MAR. JEU. 1 MARS AU 1 DEC."|"SB-MA"
"\P 08h-09h MAR. JEU. 1 AVRIL AU 1 DEC."|"SB-MA-A"
"\P 08h30-09h30 MAR. JEU. 1 AVRIL AU 1 DEC."|"SB-MB-A"
"\P 08h30-09h30 MAR. JEU. 1 AVRIL AU 1 DEC."|"SB-MB-A+F"
"\P 09h30-10h30 MAR. JEU. 1 MARS AU 1 DEC."|"SB-MD"
"\P 09h30-10h30 MAR. JEU. 1 AVRIL AU 1 DEC."|"SB-MD-A"
"\P 10h-11h MAR. JEU. 1 AVRIL AU 1 DEC."|"SB-ME-A"
"\P 10h30-11h30 MAR. JEU. 1 MARS AU 1 DEC."|"SB-MF"
"\P 06h30-07h30 MAR. JEU. 1 MARS AU 1 DEC"|"SB-MI"
"\P 06h30-07h30 MAR. JEU. 1 AVRIL AU 1 DEC"|"SB-MI-A"
"\P 12h-13h MAR. JEU. 1 MARS AU 1 DEC."|"SB-MJ"
"\P 12h-13h MAR. JEU. 1 AVRIL AU 1 DEC."|"SB-MJ-A"
"\P 12h30-13h30 MAR. JEU. 1 MARS AU 1 DEC."|"SB-MK"
"\P 12h30-13h30 MAR. JEU. 1 AVRIL AU 1 DEC."|"SB-MK-A"
"\P 21h30-22h30 LUN. JEU. 1 MARS AU 1 DEC."|"SB-ML"
"\P 21h30-22h30 LUN. JEU. 1 AVRIL AU 1 DEC."|"SB-ML-A"
"\P 13h30-14h30 MAR. JEU. 1 MARS AU 1 DEC."|"SB-MM"
"\P 14h30-15h30 MAR. JEU. 1 AVRIL AU 1 DEC."|"SB-MO-A"
"\P 14h30-15h30 MAR. JEU. 1 AVRIL AU 1 DEC."|"SB-MO-A+F"
"\P 16h-17h MAR. JEU. 1 AVRIL AU 1 DEC."|"SB-MR-A"
"\P 16h-17h MAR. JEU. 1 AVRIL AU 1 DEC."|"SB-MR-A+F"
"\P 13h-14h MAR. JEU. 1 MARS AU 1 DEC."|"SB-MS"
"\P 14h-15h MAR. JEU. 1 MARS AU 1 DEC."|"SB-MT"
"\P 14h-15h MAR. JEU. 1 AVRIL AU 1 DEC."|"SB-MT-A+F"
"\P 07h-08h LUN. JEU. 1 MARS AU 1 DEC."|"SB-MU"
"\P 07h-08h LUN. JEU. 1 AVRIL AU 1 DEC."|"SB-MU-A"
"\P 07h30-08h30 LUN. JEU. 1 MARS AU 1 DEC."|"SB-MV"
"\P 07h30-08h30 LUN. JEU. 1 AVRIL AU 1 DEC."|"SB-MV-A"
"\P 17h30-18h30 MAR. JEU. 1 MARS AU 1 DEC."|"SB-MW"
"\P 17h30-18h30 MAR. JEU. 1 AVRIL AU 1 DEC."|"SB-MW-A"
"\P 17h30-18h30 MAR. JEU. 1 AVRIL AU 1 DEC."|"SB-MW-A+F"
"\P 08h-09h MER. VEN. 1 MARS AU 1 DEC."|"SB-NA"
"\P 08h-09h MER. VEN. 1 AVRIL AU 1 DEC."|"SB-NA-A"
"\P 08h30-09h30 MER. VEN. 1 MARS AU 1 DEC."|"SB-NB"
"\P 08h30-09h30 MER. VEN. 1 AVRIL AU 1 DEC."|"SB-NB-A"
"\P 09h-10h MER. VEN. 1 MARS AU 1 DEC."|"SB-NC"
"\P 09h-10h MER. VEN. 1 AVRIL AU 1 DEC."|"SB-NC-A"
"\P 12h30-13h30 MER. VEN. 1 AVRIL AU 1 DEC."|"SB-NK-A"
"\P 1h-2h LUN et JEU 1 AVRIL au 1 DEC"|"SB-NL-A"
"\P 13h30-14h30 MER. VEN. 1 AVRIL AU 1 DEC."|"SB-NM-A"
"\P 07h30-08h30 MAR. JEU. 1 MARS AU 1 DEC."|"SB-NV"
"\P 07h30-08h30 MAR. JEU. 1 AVRIL AU 1 DEC."|"SB-NV-A"
"\P 07h-08h MAR. JEU. 1 MARS AU 1 DEC."|"SB-NW"
"\P 07h-08h MAR. JEU. 1 AVRIL AU 1 DEC."|"SB-NW-A"
"\P 07h-08h MAR. JEU. 1 AVRIL AU 1 DEC."|"SB-NW-A+F"
"\P 23h30-00h30  MAR A MER, VEN A SAM  1 MARS AU 1 DEC. "|"SB-NX"
"\P 23h30-00h30  MAR A MER, VEN A SAM  1 AVRIL AU 1 DEC."|"SB-NX-A"
"\P 23h30-00h30 LUN A MAR, JEU A VEN  1 MARS AU 1 DEC."|"SB-NY"
"\P 23h30-00h30 LUN A MAR, JEU A VEN  1 AVRIL AU 1 DEC."|"SB-NY-A"
"\P 07h30-08h30  SAM ET DIM  1 MARS AU 1 DEC."|"SB-NZ"
"\P 07h30-08h30  SAM ET DIM  1 AVRIL AU 1 DEC."|"SB-NZ-A"
"\P 08h00 A 16h00 MARDI et VENDREDI"|"SB-OB"
"\P 09h-18h LUN. JEU. 1 MARS AU 1 DEC."|"SB-OD"
"\P 09h-18h LUN. JEU. 1 AVRIL AU 1 DEC."|"SB-OD-A"
"\P 08h-17h MAR. VEN."|"SB-OG"
"\P 08h-18h LUNDI ET JEUDI"|"SB-OK"
"\P 6h30-7h30 SAM ET DIM 1 MARS AU 1 DEC."|"SB-OL"
"\P 6h30-7h30 SAM ET DIM 1 AVRIL AU 1 DEC."|"SB-OL-A"
"\P 7h-19h MAR. JEU."|"SB-ON"
"\P 09h-18h LUN. JEU."|"SB-OP"
"\P 13h-16h MAR. VEN."|"SB-PC"
"\P 13h-14h LUN. VEN. 1 AVRIL  AU 1 DEC."|"SB-PE-A"
"\P 13h30-14h30 LUN. VEN. 1 AVRIL AU 1 DEC."|"SB-PF-A"
"\P 16h30-17h30 LUN. JEU. 1 MARS AU 1 DEC."|"SB-PG"
"\P 13h-16h LUNDI JEUDI"|"SB-PI"
"\P 20h30-21h30 MAR. VEN. 1 MARS AU 1 DEC."|"SB-PJ"
"\P 20h30-21h30 MAR. VEN. 1 AVRIL AU 1 DEC."|"SB-PJ-A"
"\P 19h30-20h30 MAR. VEN. 1 MARS AU 1 DEC."|"SB-PK"
"\P 19h30-20h30 MAR. VEN. 1 AVRIL AU 1 DEC."|"SB-PK-A"
"\P 20h30-21h30 LUN. JEU. 1 MARS AU 1 DEC."|"SB-PL"
